题名,作者,出版社
MAPLE符号处理及应用,刘辉,国防工业出版社
MATLAB R2006a基础教程,刘慧颖,清华大学出版社
材料科学基础,胡赓祥,上海交通大学出版社
传热学要点与解题,王秋旺,西安交通大学出版社
复变函数论方法,拉夫连季耶夫,高等敎育出版社
工程热力学,波特尔,科学出版社
计算传热学的近代进展,陶文铨,科学出版社
近代优化方法,徐成贤,科学出版社
精通FLUENT 6.3流场分析,李进良,化学工业出版社
鸟哥的Linux私房菜,鸟哥,人民邮电出版社
七剑下天山,梁羽生,"广东旅游出版社;""花城出版社"""
人性的弱点,卡耐基,线装书局
神经计算原理,哈姆,机械工业出版社
生命是什么,薛定谔,湖南科学技术出版社
数学分析,欧阳光中,复旦大学出版社
数学建模方法,朱建靑,郑州大学出版社
数学建模基础,薛毅,北京工业大学出版社
数学物理方法解题指导,胡嗣柱,高等敎育出版社
数值分析,,科学出版社
数字图象处理,冈萨雷斯,电子工业出版社
现代电力系统分析,王锡凡,科学出版社
小波分析与应用实例,徐佩霞,中国科学技术大学出版社
应用计算流体力学,朱自强,北京航空航天大学出版社
有限元方法基础教程,洛根,电子工业出版社
有限元分析的概念与应用,库克,西安交通大学出版社
有限元分析基础篇,夸克工作室,清华大学出版社
张量分析及应用,余天庆,清华大学出版社
重温微积分,齐民友,高等敎育出版社
1Q84,村上春树,南海出版公司
30天精通博弈学,许进,纺织工业出版社
80x86汇编语言程序设计,沈美明,清华大学出版社
Fluent技术基础与应用实例,王瑞金,清华大学出版社
FLUENT流体分析及仿真实用教程,朱红钧,人民邮电出版社
柏拉图对话集,柏拉图,商务印书馆
博弈论的诡计,王春永,中国发展出版社
大学物理学习辅导,刘宏清,科学技术文献出版社
道德经诠释,文选德,湖南人民出版社
电路,邱关源,高等教育出版社
复变函数与积分变换,苏变萍,高等教育出版社
概率论与数理统计,李贤平,复旦大学出版社
概率论与数理统计例题分析与解题指导,俞钟祺,机械工业出版社
概率论与数理统计全程学·练·考,赵衡秀,东北大学出版社
高等数学典型题分析解集,符丽珍,西北工业大学出版社
工科数学分析基础,王绵森,高等教育出版社
宏观经济学,曼昆,中国人民大学出版社
解题之道,钱昌本,西安交通大学出版社
精通MATLAB GUI设计,陈垚光,电子工业出版社
矩阵分析,霍恩,机械工业出版社
卡耐基沟通的艺术,卡耐基,民主与建设出版社
理论力学常见题型解析及模拟题,支希哲,西北工业大学出版社
理论力学辅导,贾书惠,清华大学出版社
理论力学同步辅导,李冬华,哈尔滨工业大学出版社
你不可不知的60个心理定律,庄晞简,企业管理出版社
平板显示技术,应根裕,人民邮电出版社
人工神经网络理论、设计及应用,韩力群,化学工业出版社
数学建模,刘振航,中国人民大学出版社
数学建模,杨启帆,浙江大学出版社
数学物理方程,张渭滨,清华大学出版社
数字信号处理教程习题分析与解答,程佩靑,清华大学出版社
双城记,狄更斯,天津科技翻译出版公司
微分几何,陈维桓,北京大学出版社
小王子,圣埃克絮佩里,中国国际广播出版社
新托福考试口语高分指导,高翠明,中国人民大学出版社
娱乐至死,波兹曼,广西师范大学出版社
运筹学典型例题与解法,蔡海涛,国防科技大学出版社
制冷空调装置仿真与优化,丁国良,科学出版社
［老子］白话今译,张忆,中国书店
ANSYS 12.0宝典,刘伟,电子工业出版社
ANSYS有限元分析从入门到精通,张应迁,人民邮电出版社
COMSOL Multiphysics有限元法多物理场建模与分析,齐默尔曼,人民交通出版社
Fluent技术基础与应用实例,张凯,清华大学出版社
MATLAB基础与应用,张平,北京航空航天大学出版社
MATLAB在数字信号处理中的应用,薛年喜,清华大学出版社
SPSS统计分析从入门到精通,杜强,人民邮电出版社
Visual C++ 6.0程序设计从入门到精通,王正军,人民邮电出版社
大众天文学,弗拉马里翁,广西师范大学出版社
电磁场有限元方法,金建铭,西安电子科技大学出版社
电子技术 (电工学II) 要点与解题,王建华,西安交通大学出版社
动力学系统建模,张景绘,国防工业出版社
广义相对论和宇宙学的物理基础,李复,气象出版社
基于Quartus II的FPGA/CPLD数字系统设计实例,周润景,电子工业出版社
计算机算法,霍罗威茨,机械工业出版社
看绝望的主妇 学美剧高频词,屈文生,机械工业出版社
康熙大帝,二月河,长江文艺出版社
力学,强元,科学出版社
两相流体力学,孔珑,高等教育出版社
纳米技术与纳米材料,张志,国防工业出版社
牛奶可乐经济学,弗兰克,中国人民大学出版社
偏微分方程的MATLAB解法,陆君安,武汉大学出版社
普通物理学教程,梁竹健,高等敎育出版社
热工基础要点与解题,傅秦生,西安交通大学出版社
数学建模案例集,杨启帆,高等敎育出版社
数学建模及典型案例分析,李志林,化学工业出版社
数学模型引论,唐焕文,高等教育出版社
苏菲的世界,戈德尔,天津科技翻译出版公司
铁电体物理学,钟维烈,科学出版社
图论及其算法,殷剑宏,中国科学技术大学出版社
围城,钱钟书,人民文学出版社
我们台湾这些年,廖信忠,重庆出版社
线性代数,陈维新,科学出版社
新参者,东野圭吾,南海出版公司
信号与线性系统,阎鸿森,西安交通大学出版社
优化建模与LINDO/LINGO软件,谢金星,清华大学出版社
张量分析及其应用,李开泰,科学出版社
自然辩证法新编,邬焜,西安交通大学出版社
《随机过程》同步学习指导,张卓奎,西安电子科技大学出版社
<<高等数学>>复习指导,,国家行政学院出版社
ADAMS入门详解与实例,李增刚,国防工业出版社
COMSOL Multiphysics基本操作指南和常见问题解答,马慧,人民交通出版社
C程序设计语言,柯尼汉,机械工业出版社
C语言程序设计教程,谭浩强,高等教育出版社
LATEX入门与提高,陈志杰,高等敎育出版社
MATLAB 7.x数字信号处理,郭仕剑,人民邮电出版社
MATLAB教程,张志涌,北京航空航天大学出版社
MFC窗口程序设计,姚领田,中国水利水电出版社
SPSS 13.0统计软件应用教程,陈平雁,人民卫生出版社
TMS320LF240x DSP C语言开发应用,刘和平,北京航空航天大学出版社
Visual C++ 2005入门经典,霍顿,清华大学出版社
爱的觉醒,克里希那穆提,深圳报业集团出版社
半导体物理学学习辅导与典型题解,田敬民,电子工业出版社
碧血剑,金庸,"广州出版社;""花城出版社"""
传热学,杨世铭,高等敎育出版社
大学物理解题方法与技巧,胡盘新,上海交通大学出版社
电工学 (第六版) 电工技术全程辅导,韩朝,北京理工大学出版社
电工学知识要点与习题解析,姚建红,哈尔滨工程大学出版社
多变量分析,林震岩,北京大学出版社
傅里叶变换及其应用,布雷斯韦尔,西安交通大学出版社
国富论,斯密,中南大学出版社
黄金时代,王小波,上海锦绣文章出版社
计算方法,郑咸义,华南理工大学出版社
杰克·韦尔奇给大学生的11条准则,,石油工业出版社
精通MATLAB神经网络,朱凯,电子工业出版社
科学的历程,吴国盛,北京大学出版社
理论力学辅导与习题集,高云峰,清华大学出版社
流体动力学,休斯,"科学出版社;""麦格劳-希尔教育出版集团"""
毛泽东评点二十四史领导干部读本,毛泽东,内蒙古人民出版社
纳米材料和纳米结构,张立德,科学出版社
人工神经网络导论,蒋宗礼,高等教育出版社
人生的智慧,叔本华,上海人民出版社
神经网络,侯媛彬,西安电子科技大学出版社
圣经故事,房龙,中国国际广播出版社
数据结构,严蔚敏,清华大学出版社
天线,克劳斯,电子工业出版社
图解Origin 8.0科技绘图及数据分析,李润明,人民邮电出版社
微米/纳米尺度传热学,刘静,科学出版社
文明的冲突与世界秩序的重建,亨廷顿,新华出版社
现代光学基础,钟锡华,北京大学出版社
现代压电学,张福学,科学出版社
线性代数学习指南,居余马,清华大学出版社
小波的理论与应用,成礼智,科学出版社
新型PID控制及其应用,陶永华,机械工业出版社
信号与系统要点与解题,王霞,西安交通大学出版社
一百个人的十年,冯骥才,时代文艺出版社
雍正皇帝,二月河,长江文艺出版社
云中命案,克里斯蒂,人民文学出版社
征服Python,孙广磊,人民邮电出版社
轴承一转子系统动力学,虞烈,西安交通大学出版社
最优化计算原理与算法程序设计,粟塔山,国防科技大学出版社
最优化技术方法及 MATLAB 的实现,曹卫华,"化学工业出版社;""敎材出版中心"""
MATLAB/SIMULINK实用教程,张化光,人民邮电出版社
MATLAB数学计算范例教程,石博强,中国铁道出版社
MATLAB遗传算法工具箱及应用,雷英杰,西安电子科技大学出版社
MFC程序开发参考大全,宋坤,人民邮电出版社
SPSS for Windows在医学科研统计中的应用,马斌荣,科学出版社
暗算,麦家,人民文学出版社
材料分析方法,周玉,机械工业出版社
大学物理学习题全解,黄伯坚,电子工业出版社
电磁场理论及应用,马西奎,西安交通大学出版社
电路,邱关源,高等敎育出版社
富爸爸 年轻退休,清崎,电子工业出版社
高等数学典型题,龚冬保,西安交通大学出版社
高等数学典型题精讲,韩云瑞,大连理工大学出版社
高等数学解题方法汇编,韩什元,华南理工大学出版社
高等数学习题全解,陈小柱,大连理工大学出版社
高效能人士的七个习惯,柯维,中国青年出版社
古希腊哲学,苗力田,中国人民大学出版社
红手指,东野圭吾,南海出版公司
基于MATLAB的实用数值计算,石辛民,"清华大学出版社;""北京交通大学出版社"""
教父,普佐,译林出版社
近代光学测试技术,杨国光,浙江大学出版社
昆虫记,法布尔,花城出版社
黎曼几何引论,陈维桓,北京大学出版社
猫眼,,接力出版社
女性人生,林语堂,陕西师范大学出版社
普通物理、大学物理经典名题名师解析,张淳民,科学出版社
撒哈拉的故事,三毛,北京十月文艺出版社
书剑恩仇录,金庸,"广州出版社;""花城出版社"""
数学分析讲义,阿尔希波夫,高等敎育出版社
数学分析新讲,张筑生,北京大学出版社
微波工程基础,李宗谦,清华大学出版社
希腊神话故事,施瓦布,长江文艺出版社
先进PID控制及其MATLAB仿真,刘金琨,电子工业出版社
线性代数,李启文,华中科技大学出版社
线性代数复习指导,陈文灯,清华大学出版社
线性系统理论,郑大钟,清华大学出版社
小波分析理论与MATLAB R2007实现,葛哲学,电子工业出版社
信号与系统典型题解,李学桂,"清华大学出版社;""北京交通大学出版社"""
幽默人生,林语堂,陕西师范大学出版社
有机化学习题详解,龚跃法,华中科技大学出版社
最新版TOEFL词汇精选,张红岩,群言出版社
C程序设计,谭浩强,清华大学出版社
FLUENT流体计算应用教程,温正,清华大学出版社
Jane eyre,勃郎特,广州出版社
LabVIEW 8.2基础教程,雷振山,中国铁道出版社
Linux内核完全剖析,赵炯,机械工业出版社
MATLAB编程基础与典型应用,刘会灯,人民邮电出版社
MATLAB神经网络仿真与应用,张德丰,电子工业出版社
MATLAB小波分析高级技术,周伟,西安电子科技大学出版社
MFC Windows程序设计,普罗西斯,清华大学出版社
阿拉伯帝国,默父,三秦出版社
